nombre,run,dv,correo,nombre_usuario,contrasena,telefono_contacto,jornada,isapre,contrato,codigo_reserva,codigo_agenda,fecha,monto,cantidad_personas,estado_disponibilidad,numero_viaje,lugar_origen,lugar_llegada,fecha_salida,fecha_llegada,capacidad,tiempo_estimado,precio_asiento,empresa,tipo_de_bus,comodidades,escalas,clase,paradas
"Sra. Rodrigo Gracia Farías",27639412,6,sra.6767@viajes.cl,srrogrfa,6uwYYHp4sQWhk,"+56 2 1036 0355",Diurno,Fonasa,"Part time",552427,67237,2025-06-01,1485000,9,"No disponible",57621,"El Prat de LLobregat",Murcia,2025-08-07,2025-08-09,19,3792,165000,"SJ (Suecia)",,"{""Aire acondicionado"",Wifi,""Asientos reclinables"",Comida,Calefacción,Agua,Baño}",{},,"{Oviedo,""Collado Villalba""}"
"Gerardo Gurule Cotto",9.931.180,0,Gerardocotto@viajes.cl,gerardo6716,tAR6f1C6eecZhOg,"+56 9 0739 8855",Diurno,Fonasa,"Part time",552428,67237,2025-05-26,765000,9,"No disponible",32741,Murcia,Barcelona,2025-08-09,2025-08-09,100,573,85000,Renfe,,{},{},,"{Getafe,Lorca}"
"José María Solorio Porras",7722345,2,josOo3349@viajes.cl,josé9657,AhkZ2q4mpYM3,"+56 2 3377 4623",Diurno,Banmédica,"Part time",552430,61829,2025-02-02,592000,4,"No disponible",67739,Algeciras,Almería,2025-04-13,2025-04-13,15,583,148000,Emirates,,{},{},"Clase económica",{}
"Mateo Salcido Saiz",5.189.855,9,masasa@viajes.ceele,masasa,71hYQsDkfN4bE,"+56 2 9677 2380",Nocturno,"Más vida","Part time",552431,61829,2025-03-31,256000,4,"No disponible",96536,Almería,León,2025-04-13,2025-04-13,53,261,64000,Emirates,,{},{},"Clase ejecutiva",{}
"Juan Carlos Cepeda Montalvo",14564798,3,juan7630@viajes.cl,Juanmontalvo,v0gsUYLrBnK5csf,"+56 2 0593 0166",Nocturno,"Más vida","Part time",552432,71809,2025-10-07,1611000,9,"No disponible",31634,Sagunto,Guadalajara,2026-05-07,2026-05-09,43,4131,179000,ADO,Cama,"{""Aire acondicionado"",""Asientos reclinables"",Calefacción}",{},,{}
"Sra. Óscar Saucedo Venegas",18616953,0,srOIssave@viajes.cl,Sra.venegas,q3HbEP50P,+56-2-6027-5734,Diurno,Consalud,"Full time",552440,71809,2025-06-06,540000,9,"No disponible",85641,Guadalajara,Reus,2026-05-16,2026-05-17,35,2243,60000,JetSur,Cama,"{Wifi,""Aire acondicionado"",Comida}",{},,{}
"Marta Urías Cruz",16928843,7,marta9699@viajes.cl,marta572,vAUiEvlWt0v,"+56 9 4814 2071",Diurno,Consalud,"Part time",552446,71809,2025-01-10,990000,9,"No disponible",50048,Reus,"Jerez de la Frontera",2026-05-22,2026-05-22,38,745,110000,FlixBus,Cama,"{Baño,Agua,Wifi}",{},,{}
"Sr. Jorge Luis Roybal Franco",14.452.037,8,Sr.franco@viajes.ceele,srjolurofr,Fd6vdaFEt,"+56 2 4853 8780",Diurno,"Más vida","Part time",552447,71052,2025-01-01,-707000,7,"No disponible",78277,"castellón de la plana#",Getafe,2025-01-01,2025-01-02,94,2806,101000,"British Airways",,{},{},"Clase ejecutiva",{}
"Sra. Cristina Valle Valdivia",8037248,5,Sra.valdivia@viajes.cl,sra.6441,qYjQgVIWnhL523se,"+56 9 1866 9128",Nocturno,Colmena,"Full time",552452,71052,2025-01-02,1624000,7,"No disponible",35450,Getafe,Cuenta,2025-01-06,2025-01-07,97,2512,232000,Iberia,,{},{Vitoria},"Primera clase",{}
"Sra. Gabriela Bravo Montero",28581651,3,Sra.montero@viajes.cl,Sra.montero,mfU27T3eOU,"+56 9 8296 3635",Diurno,Fonasa,"Part time",552457,71052,2025-01-10,1239000,7,"No disponible",37073,Cuenta,Benidorm,2025-01-11,2025-01-12,67,2507,177000,Lufthansa,,{},"{Valdemoro,Viladecans,Toledo}","Clase ejecutiva",{}
"Sra. Antonia Ortiz Gutiérrez",17769938,1,Sra.gutiOorrez@viajes.cl,Sra.gutiérrez,xnWEC2Hb9KEjTy,"+56 2 4159 2855",Nocturno,Fonasa,"Full time",552459,72120,2025/01/19,1341000,9,"No disponible",82885,Estepona,"CASTELLóN DE LA PLANA!!!",2026/11/05,2026/11/05,45,1277,149000,"Flecha Bus",Cama,"{TV,Comida,Wifi}",{},,{}
"Carmen Alicea Carrasco",10869467,0,Carmencarrasco@viajes.cl,caalca,gZwB7ldePV,"+56 9 5501 3644",Diurno,Colmena,"Part time",552460,72120,2025-04-22,1602000,9,"No disponible",39541,"Castellón de la Plana","Santa Lucía de Tirajana",2026-11-05,2026-11-05,30,643,178000,Chevallier,Cama,"{TV,Wifi,Agua}",{},,{}
"Barbara Carrion Aparicio",5523645,3,barbara9720@viajes.cl,Barbaraaparicio,NTwBGHo7bZ,"+56 2 7962 7979",Diurno,Fonasa,"Full time",552462,71608,2025-01-28,164000,4,"No disponible",20815,Ferrol,Córdoba,2026-03-24,2026-03-24,72,576,41000,"HŽ (Croacia)",,{},{},,"{Alicante,""Torrejón de Ardoz"",Elda,Orense}"
"Samuel Curiel Rivas",8079407,0,sacuri@viajes.cl,sacuri,Qxqs21mnK4cBe,"+56 9 1960 4708",Nocturno,Colmena,"Part time",552470,71608,2025-03-10,1012000,4,"No disponible",90716,Córdoba,"San Sebastián",2026-03-31,2026-04-02,98,3952,253000,"VR (Finlandia)",,"{Agua,TV,Wifi,""Aire acondicionado"",Baño,Comida,""Asientos reclinables""}",{},,"{Avilés,Elche,Gandía,Ávila}"
"Sra. Gerardo Anaya Malave",11773168,5,srgeanma@viajes.cl,Sra.malave,fYcrbpSi57,"+56 2 4798 0282",Nocturno,Colmena,"Full time",552471,71608,2025-06-10,1540000,4,"No disponible",55145,"San Sebastián",Alcoy,2026-04-02,2026-04-04,9,2997,385000,"NSB (Noruega)",,"{""Asientos reclinables"",Calefacción,Agua,Wifi,""Aire acondicionado"",TV}",{},,{}
"Julio Barajas Sosa",1596829,0,julio4678@viajes.cl,jubaso,vCFnXFOY8Mfh3v,"+56 2 2467 0405",Nocturno,Banmédica,"Part time",552472,61594,2026-08-04,855000,9,"No disponible",6101,Fuenlabrada,Lorca,2026-08-25,2026-08-25,6,1264,95000,"NSB (Noruega)",,"{""Aire acondicionado"",Calefacción,TV}",{},,{Marbella}
"Julia Espinosa Tórrez",22040559,1,juestOI@viajes.cl,juestó,ctDMrIC5,"+56 9 2324 4184",Diurno,"Más vida","Full time",552473,61594,2026-07-18,1053000,9,"No disponible",20377,Lorca,TARRASA!!!,2026-08-25,2026-08-25,29,934,117000,"CFR (Rumania)",,"{Wifi,""Aire acondicionado"",Comida}",{},,"{Sagunto,""Roquetas de Mar"",Valdemoro,Benalmádena,""Talavera de la Reina""}"
"Ana Luisa Tapia Pacheco",16485572,4,Anapacheco@viajes.cl,Anapacheco,ayv4SnZJjVJw33lU,"+56 2 2212 3007",Diurno,Banmédica,"Part time",552474,65929,2025-05-09,740000,5,"No disponible",34108,"alcalá de guadaira#","El Prat de LLobregat",2025-05-21,2025-05-22,81,2674,148000,"VRZ (Croacia)",,"{""Asientos reclinables"",""Aire acondicionado"",Comida,Agua,Baño}",{},,{}
"Gonzalo Cervantes Cervantes",14910567,0,gonzalo9263@viajes.cl,gonzalo1882,3EAgbZyUDFt6T,"+56 2 8091 3703",Diurno,"Más vida","Part time",552478,65929,2025/02/19,695000,5,"No disponible",90575,"El Prat de LLobregat",Badalona,2025/05/25,2025/05/26,94,1777,139000,"NSB (Noruega)",,"{TV,Baño,""Aire acondicionado"",Agua}",{},,{}
"Patricio Solorio Araña",5904571,7,PatricioaraO�a@viajes.cl,pasoar,1t2vVgck,"+56 2 5512 3395",Diurno,Colmena,"Part time",552481,65929,2025-03-13,585000,5,"No disponible",71943,Badalona,Getafe,2025-05-28,2025-05-28,39,1094,117000,Italo,,"{Agua,""Aire acondicionado"",""Asientos reclinables""}",{},,{}
"Teodoro Gastélum Collazo",16877505,9,teodoro2247@viajes.ceele,Teodorocollazo,N8fJ2kYEX00P,"+56 2 8737 1721",Diurno,Colmena,"Full time",552485,70177,2025-02-14,375000,5,"No disponible",51055,alicante#,"CIUDAD REAL!!!",2025-06-12,2025-06-14,41,3428,75000,Chevallier,Cama,"{Comida,""Asientos reclinables"",Agua}",{},,{}
"Yolanda Zamora Cedillo",25239169,0,Yolandacedillo@viajes.cl,yolanda7839,6aBlGEoxR2,"+56 9 0233 2592",Diurno,Banmédica,"Part time",552486,,2025/04/15,530000,5,"No disponible",64567,,,2025/06/14,2025/06/15,45,1974,,"Buses Romani",Cama,,{},,{}
"Mateo Núñez Covarrubias",7681352,3,mateo5287@viajes.cl,manúco,AteiBHn8K,"+56 2 2945 5072",Diurno,Banmédica,"Full time",552494,70177,2025-05-08,405000,5,"No disponible",81550,Marbella,Coslada,2025-06-22,2025-06-23,42,1879,81000,Futura,Cama,"{Comida,Baño,Agua}",{},,{}
"Magdalena Peña Treviño",11.254.889,,MagdalenatreviO�o@@viajes.cl,magdalena2408,f6fI5IVP,"+56 9 9372 0719",Nocturno,Fonasa,"Full time",552502,66177,2025-09-01,1680000,10,"No disponible",,,TELDE!!!,2025-10-25,2025-10-25,9,159,,"ZSSK (Eslovaquia)",,{},,,"{Irún,Cartagena}"
"Sara Vélez Gonzales",22943466,7,savOogo@viajes.cl,savégo,PnO2x8QE1o4,"+56 2 4926 1633",Diurno,Colmena,"Full time",552503,64198,2025-01-01,700000,10,"No disponible",33686,Alcorcón,Elda,2025-08-27,2025-08-28,34,1558,70000,"Buses Ahumada",Cama,"{Calefacción,Comida,Baño}",{},,{}
"Jorge Ocampo Sanabria",24329686,2,jorge8635@viajes.cl,joocsa,rad8bnWXdDiiq,+56-2-1637-4205,Diurno,Fonasa,"Part time",552506,64198,2025/02/26,-270000,10,"No disponible",83034,elda#,ELDA!!!,2025/08/30,2025/08/30,41,130,27000,"Buses Nilahue",Normal,"{Wifi,Calefacción,Baño}",{},,{}
"Óscar Zambrano Rodríguez",2.779.993,0,OIszaro@viajes.cl,ószaro,yaMVjQ5Cjsg3GvC,+56-2-9017-0104,Nocturno,Colmena,"Part time",552508,64911,2025/10/19,546000,7,"No disponible",29644,benidorm#,"Jerez de la Frontera",2026/11/26,2026/11/27,43,1646,78000,Futura,Cama,"{Calefacción,""Aire acondicionado"",Baño}",{},,{}
"Sr. Homero Jaimes Montez",27.680.344,1,srhojamo@viajes.cl,sr.196,Z5tKqoQ0Q,+56-2-9104-7980,Diurno,Colmena,"Part time",552515,68456,2025/03/14,-800000,8,"No disponible",59766,"Santa Cruz de Tenerife","Dos Hermanas",2025/08/27,2025/08/27,61,1125,100000,"Air Canada",,{},{},"Clase económica",{}
"Sra. Raquel Garza Hinojosa",26016432,5,sra.2677@viajes.cl,sra.7126,n1nZNJoQK4UnPGQv,"+56 9 1178 3788",Diurno,Consalud,"Full time",552520,68456,2025-06-14,1008000,8,"No disponible",43874,"Dos Hermanas",Algeciras,2025-08-31,2025-08-31,73,902,126000,"Ethiopian Airlines",,{},{},"Clase económica",{}
"Eloisa Patiño Hinojosa",28602501,3,elpahi@viajes.cl,eloisa3165,6UfOGhH9PdohKR5V,"+56 2 2497 7276",Diurno,Consalud,"Full time",552522,71951,2025-03-06,3177000,9,"No disponible",58335,Orihuela,Vitoria,2025-03-19,2025-03-21,52,4074,353000,KLM,,{},"{Estepona,Almería,Almería,Elda,Orense}","Primera clase",{}
"Sr. Débora Limón Rosado",1209226,,sr.6787@viajes.cl,srdéliro,mh5iPrlQYaW,"+56 9 7177 0416",Nocturno,Colmena,"Full time",552523,,2025-12-15,-1455000,,,33757,,Toledo,2026-02-09,2026-02-11,82,3977,485000,"Singapore Airlines",,{},"{Torrevieja,Coslada,""Las Palmas de Gran Canaria"",""La Línea de la Concepción"",Córdoba}","Primera clase",{}
"Beatriz Galindo Puga",19536094,4,Beatrizpuga@viajes.cl,begapu,SQh5doVxRX,"+56 9 6345 9873",Diurno,Consalud,"Full time",552524,62279,2025-05-26,1176000,3,"No disponible",99336,Toledo,Murcia,2026-02-11,2026-02-13,83,4107,392000,"United Airlines",,{},"{""Mollet del Vallés"",Alcoy,Elda,""Mollet del Vallés""}","Primera clase",{}
"Cristina Gaitán Miramontes",29396843,8,cristina1544@viajes.cl,Cristinamiramontes,UjcEvN1r2s1NRTR,"+56 9 0445 4732",Diurno,Consalud,"Full time",552525,68927,2025-09-29,285000,5,"No disponible",19647,"Dos Hermanas","San Fernando",2026-10-02,2026-10-02,32,474,57000,"ETN Turistar",Semi-cama,"{Agua,""Aire acondicionado"",Comida}",{},,{}
"Alicia Lebrón Merino",13327194,5,alicia3564@viajes.cl,alicia9949,r0VaglNWJ,"+56 9 4053 8388",Diurno,"Más vida","Part time",552526,68927,2025-12-11,460000,5,"No disponible",99490,"San Fernando",Badalona,2026-10-02,2026-10-03,38,2028,92000,"Omnibus de México",Cama,"{""Asientos reclinables"",Calefacción,""Aire acondicionado""}",{},,{}
,6828753,7,pilar4208@viajes.cl,pibahe,qX1HZtAo0WwD,,Nocturno,"Más vida","Full time",552527,68927,2026-06-08,675000,5,"No disponible",86581,Badalona,,2026-10-03,2026-10-03,41,912,135000,Chevallier,,"{Calefacción,""Asientos reclinables"",""Aire acondicionado""}",,,{}
"Miguel Ángel Flores Franco",13.700.379,1,Miguelfranco@viajes.cl,Miguelfranco,li5RMlPkM,"+56 9 6672 0747",Diurno,"Más vida","Full time",552529,67235,2025/04/22,75000,1,"No disponible",41578,"El Prat de LLobregat","DOS HERMANAS!!!",2025/08/11,2025/08/11,43,1227,75000,Plusmar,Cama,"{Baño,Agua,Wifi}",{},,{}
"Sta. Rosalia Posada Negrete",23197236,6,Sta.negrete@viajes.cl,sta.6961,vxhDFXuPWz5fPI,"+56 2 6322 7479",Diurno,Fonasa,"Full time",552532,67235,2025-01-15,142000,1,"No disponible",13505,"Dos Hermanas",Motril,2025-08-13,2025-08-15,33,3795,142000,Damas,Cama,"{Comida,Calefacción,Baño}",{},,{}
"Josefina Pabón Rico",6.293.911,7,josefina2243@viajes.cl,jopari,JxW4jPaQxfDwUf,"+56 2 8786 1110",Nocturno,Banmédica,"Full time",552533,67235,2025-04-17,129000,1,"No disponible",17259,Motril,Zamora,2025-08-15,2025-08-17,31,2915,129000,"Primera Plus",Cama,"{Calefacción,TV,""Aire acondicionado""}",{},,{}
"Sra. Roberto Romo Córdova",5805884,0,sra.6692@viajes.cl,Sra.córdova,QNV44Sf22zPrMz8,"+56 2 5205 3433",Diurno,Fonasa,"Part time",552540,65134,2025-04-07,12000,1,"No disponible",46593,Telde,"Alcalá de Guadaira",2025-08-11,2025-08-11,60,576,12000,"Alaska Airlines",,{},{},"Clase ejecutiva",{}
"Inés Blanco Barajas",17604743,7,inOos6710@viajes.cl,inés8423,OwBxbQ1r,+56-9-5987-9777,Diurno,Banmédica,"Full time",552546,64346,2025-10-06,539000,7,"No disponible",73792,Ceuta,Puertollano,2026-02-26,2026-02-27,31,1720,77000,Alsa,Cama,"{Calefacción,""Asientos reclinables"",Wifi}",{},,{}
"Miguel Ángel Casillas Guajardo",8571118,0,miOencagu@viajes.cl,miáncagu,syMV5AbOSALht,+56-9-4057-1492,Diurno,Banmédica,"Full time",552547,64346,2025-08-18,1225000,7,"No disponible",48953,Puertollano,"Ciudad Real",2026-02-27,2026-02-28,46,2592,175000,Avanza,Cama,"{""Asientos reclinables"",Wifi,Baño}",{},,{}
"Sta. Elena Ozuna Cornejo",23724972,0,stelozco@viajes.ceele,stelozco,W441lkzjzf,+56-9-8938-8570,Nocturno,"Más vida","Full time",552548,69201,2025-10-18,1134000,7,"No disponible",9908,Almería,Motril,2025-12-23,2025-12-25,40,4236,162000,JetSur,Cama,"{Wifi,""Aire acondicionado"",TV}",{},,{}
"Ángela Orta Guerrero",23927200,2,Oenorgu@viajes.ceele,ángela4406,K9UOh9RO,"+56 9 1655 4262",Diurno,Consalud,"Full time",552551,71496,2025-02-17,1372000,7,"No disponible",25972,Mataró,SALAMANCA!!!,2025-03-01,2025-03-03,30,4302,196000,Avanza,Cama,"{Wifi,""Aire acondicionado"",Baño}",{},,{}
"Alfredo Lugo García",16827033,0,alfredo7300@viajes.cl,Alfredogarcía,9bpp1BAUopAKht,"+56 2 3381 1032",Nocturno,Colmena,"Full time",552557,66939,2025-11-04,1911000,7,"No disponible",34129,Granada,Benidorm,2025-11-22,2025-11-24,70,3881,273000,Iberia,,{},"{Motril,Gerona,Ferrol,Torrevieja}","Primera clase",{}
"Horacio Jaime Viera",28630264,5,horacio7455@viajes.cl,Horacioviera,AQMTYx2gxw9Up,"+56 9 7632 4256",Diurno,"Más vida","Full time",552558,66939,2025-05-03,462000,7,"No disponible",44700,Benidorm,Linares,2025-11-24,2025-11-24,26,1230,66000,"Air France",,{},{},"Clase económica",{}
"Mario Escobar Mireles",14254134,3,Mariomireles@viajes.cl,mario2182,pGf2tucMJf8HbIRc,"+56 9 9432 6510",Diurno,Colmena,"Part time",552559,66939,2025-04-21,-1911000,7,"No disponible",51143,Linares,Gandía,2025-11-24,2025-11-26,89,3175,273000,Emirates,,{},"{Murcia,Badalona,""Cerdañola del Vallés""}","Primera clase",{}
"Sr. Gloria Quintanilla Jáquez",6519553,4,srglqujOe@viajes.cl,srglqujá,CHh1pP68,"+56 2 7897 4067",Diurno,"Más vida","Part time",552563,66380,2025/08/12,109000,1,"No disponible",11531,gecho#,Elda,2026/02/08,2026/02/08,51,1178,109000,"Singapore Airlines",,{},{Gerona},"Clase económica",{}
"Florencia Altamirano Jáquez",21115088,2,FlorenciajOequez@viajes.cl,Florenciajáquez,2hI3cWhBz,"+56 2 6107 2983",Nocturno,Fonasa,"Full time",552568,66380,2025-08-31,-100000,1,"No disponible",5859,elda#,Mérida,2026-02-12,2026-02-12,72,660,100000,"Qatar Airways",,{},{},"Clase ejecutiva",{}
"Esteban Acuña Aponte",17346194,1,esteban8714@viajes.cl,esteban5115,l5X8kj7u,"+56 2 3264 4488",Diurno,Fonasa,"Full time",552575,63218,2026-01-25,91000,1,"No disponible",52808,Telde,Barcelona,2026-05-24,2026-05-24,7,177,91000,"United Airlines",,{},{},"Clase económica",{}
"Tomás Ramírez Cervántez",16522329,2,torace@viajes.cl,torace,Sww4joI9msa2N,"+56 9 4972 7138",Nocturno,"Más vida","Full time",552576,63218,2026-03-10,52000,1,"No disponible",93224,Barcelona,Linares,2026-05-24,2026-05-24,65,770,52000,KLM,,{},{Oviedo},"Clase económica",{}
"Sr. Santiago Adorno Magaña",20646661,8,sr.3249@viajes.cl,Sr.magaña,75zVSZ7bs5T,"+56 2 5013 8411",Nocturno,Fonasa,"Part time",552582,63218,2025-10-30,97000,1,"No disponible",92406,Linares,Jaén,2026-05-29,2026-05-29,40,1282,97000,JetBlue,,{},{},"Clase económica",{}
"Patricio Zepeda Tapia",16365345,1,pazeta@viajes.cl,Patriciotapia,N0fIAWZf6HIDas,"+56 9 9396 1582",Diurno,Colmena,"Full time",552587,71046,2025/06/24,-2807000,7,"No disponible",31945,Arrecife,Alcoy,2025/08/03,2025/08/05,14,3622,401000,"United Airlines",,{},"{Granollers,Badalona,Avilés}","Primera clase",{}
"Luis Gamboa Madrigal",28752648,2,lugama@viajes.cl,Luismadrigal,nw6BejxIXW,"+56 9 2345 3771",Nocturno,Banmédica,"Part time",552588,71046,2025-04-01,2982000,7,"No disponible",74031,Alcoy,"Alcalá de Guadaira",2025-08-05,2025-08-07,45,3978,426000,"Copa Airlines",,{},"{Arrecife,Córdoba}","Primera clase",{}
"Sr. Santiago Adorno Magaña",20646661,8,sr.3249@viajes.cl,Sr.magaña,75zVSZ7bs5T,+56-2-5013-8411,Nocturno,Fonasa,"Part time",552589,71046,2025-04-26,1897000,7,"No disponible",53896,"Alcalá de Guadaira",Lérida,2025-08-07,2025-08-09,7,3559,271000,"United Airlines",,{},"{Granada,Guadalajara}","Primera clase",{}
"Blanca Ledesma Garay",21336246,1,bllega@viajes.cl,bllega,b2Z0jQL38fdO,"+56 2 3562 1888",Nocturno,"Más vida","Full time",552597,71075,2025-01-11,1365000,7,"No disponible",20793,leganés#,Córdoba,2025-09-29,2025-09-30,85,2111,195000,"CD (República Checa)",,"{Calefacción,""Aire acondicionado"",Baño,Wifi}",{},,"{Fuenlabrada,Toledo,Badajoz}"
"Guillermo Cintrón Valadez",18228218,9,Guillermovaladez@@viajes.cl,Guillermovaladez,w10Yfb0kBMQB2,+56-9-2920-6861,Nocturno,Fonasa,"Part time",552604,64766,2025-04-30,153000,1,"No disponible",96819,Benalmádena,Elda,2026-06-15,2026-06-15,39,1037,153000,"Via Bariloche",Cama,"{Wifi,Baño,Calefacción}",{},,{}
"Timoteo Barrera Navarrete",9.486.245,0,Timoteonavarrete@viajes.cl,timoteo2885,H56LGBfZf,+56-9-1082-3466,Nocturno,"Más vida","Full time",552605,64766,2025-02-11,167000,1,"No disponible",7509,Elda,"Santa Cruz de Tenerife",2026-06-15,2026-06-16,32,1824,167000,Turbus,Cama,"{Agua,""Aire acondicionado"",Baño}",{},,{}
"María Soledad Arevalo Villagómez",3561713,2,,Maríavillagómez,MZSdAZ94lxYyM,"+56 9 1360 9877",Diurno,Banmédica,,,64766,2025-04-07,79000,1,"No disponible",35597,"Santa Cruz de Tenerife",Jaén,2026-06-16,2026-06-17,36,1947,79000,Greyhound,Cama,"{TV,Comida,""Aire acondicionado""}",,,
"Sta. Homero Rodríguez Collado",3845334,3,sta.8391@viajes.cl,Sta.collado,V6l7wupEzoHb7wUP,,Diurno,Colmena,,552611,72077,2025-10-28,,1,,69820,,"Pozuelo de Alarcón",2026-04-06,2026-04-08,29,3559,240000,"Qatar Airways",,{},"{Ceuta,Fuengirola}","Clase ejecutiva",{}
"Alejandro Vigil Vallejo",23041724,5,alejandro4193@viajes.cl,alejandro8631,PNiw6H4efSIO,"+56 2 1171 7579",Nocturno,"Más vida","Part time",552612,72077,2026-04-03,147000,1,"No disponible",25123,"Pozuelo de Alarcón",Estepona,2026-04-08,2026-04-08,100,246,147000,"Ethiopian Airlines",,{},{},"Clase ejecutiva",{}
"Sta. Eva Bañuelos Holguín",15031339,2,stevbaho@@viajes.cl,sta.2899,bDLRZi8AkNqnil7,+56-2-0575-5016,Diurno,Banmédica,"Part time",552614,72077,2025/07/06,-193000,1,"No disponible",72832,estepona#,Ávila,2026/04/09,2026/04/09,100,424,193000,"Air New Zealand",,{},{},"Clase económica",{}
"Ester Alcaraz Ordóñez",4.245.413,3,EsterordOIO�ez@viajes.ceele,Esterordóñez,jGS5mIYYeg7bI7Rt,"+56 9 5822 1015",Diurno,Banmédica,"Part time",552618,63786,2025/06/20,745000,5,"No disponible",98200,Ponferrada,"ROQUETAS DE MAR!!!",2025/10/06,2025/10/06,33,1145,149000,"HŽ (Croacia)",,"{""Aire acondicionado"",Comida,Calefacción}",{},,"{""Dos Hermanas"",""Cerdañola del Vallés""}"
"Benito Canales Saldivar",22359932,0,benito1429@viajes.cl,Benitosaldivar,N0WzOUowe6BB9Fw,"+56 9 4271 9721",Diurno,Banmédica,"Part time",552619,67326,2026-08-15,1026000,3,"No disponible",20564,Sabadell,Logroño,2026-10-01,2026-10-03,98,2985,342000,"PKP (Polonia)",,"{""Asientos reclinables"",TV,Baño,Comida,""Aire acondicionado"",Wifi}",{},,"{Sevilla,""Pozuelo de Alarcón"",Móstoles}"
"José María Briones Quiñónez",768824,5,josOo3304@viajes.cl,Joséquiñónez,yUV3NMfsY,"+56 2 0696 4774",Nocturno,"Más vida","Part time",552620,71569,2025-01-15,420000,7,"No disponible",78897,Motril,Getafe,2025-08-26,2025-08-26,48,955,60000,"Condor Bus",Cama,"{""Asientos reclinables"",Agua,Baño}",{},,{}
"Sr. Antonio Valdés Pelayo",23.952.458,3,sranvape@viajes.ceele,sranvape,71tKPeeTQB,"+56 2 2327 0994",Diurno,"Más vida","Part time",552621,65818,2025-03-25,-2465000,5,"No disponible",77226,"Palma de Mallorca",Gecho,2025-11-27,2025-11-29,68,3881,493000,"ŽFBH (Bosnia y Herzegovina)",,"{""Aire acondicionado"",TV,Agua,Calefacción,Comida,""Asientos reclinables"",Baño}",{},,"{""Alcalá de Henares"",Cartagena,Barcelona,Estepona}"
"María Cristina Guevara Ornelas",16700232,3,MarOAaornelas@viajes.cl,macrguor,USLVV8oNGf,"+56 2 9210 1529",Nocturno,Banmédica,"Full time",552625,65818,2025-05-14,215000,5,"No disponible",33314,Gecho,TORREMOLINOS!!!,2025-12-02,2025-12-02,100,132,43000,"ZS (Eslovenia)",,{},{},,{}
"Sr. Lola Altamirano Vigil",13220885,9,sr.7320@viajes.cl,sr.6931,UJAfmW7p,"+56 2 1282 6277",Nocturno,Fonasa,"Part time",552628,71017,2025-07-05,64000,2,"No disponible",74812,"jerez de la frontera#","Cornellá de Llobregat",2026-05-21,2026-05-21,81,404,32000,"ZS (Eslovenia)",,{},{},,{}
"Rebeca de Anda Cepeda",4.800.913,1,rebeca9169@@viajes.cl,rebeca4802,oiG2Z4NZwPv,+56-2-0594-6786,Diurno,Colmena,"Full time",552633,66211,2025-04-08,530000,10,"No disponible",10291,"El Puerto de Santa María","Torrejón de Ardoz",2026-09-09,2026-09-09,77,291,53000,"ÖBB (Austria)",,{},{},,{Torrelavega}
"Sr. Luis Miguel Mercado Duran",1.293.557,9,sr.9680@viajes.cl,sr.7347,UVPD4p0vj4hwZKZ,+56-2-8705-0531,Nocturno,Consalud,,,66211,2025/10/14,-3230000,10,"No disponible",2209,"Torrejón de Ardoz",ZARAGOZA!!!,,2026/09/11,40,,323000,Italo,,"{Comida,""Aire acondicionado"",Baño,Wifi,Calefacción,TV,Agua}",{},,"{Jaén,Gerona,Gecho}"
"Sra. Julio Díaz Arias",25383116,2,Sra.arias@viajes.ceele,Sra.arias,5LLWoilAU,+56-9-5470-6818,Nocturno,Banmédica,"Part time",552637,66211,2026-04-01,1130000,10,"No disponible",65569,Zaragoza,Pontevedra,2026-09-13,2026-09-14,13,1964,113000,"ÖBB (Austria)",,"{""Aire acondicionado"",TV,Comida,Agua}",{},,"{Vigo,Cáceres,Jaén}"
"Fernando Abeyta Chávez",20812249,5,fernando4681@viajes.cl,fernando1205,Pkzb0HCKv1FW,"+56 2 8289 0504",Nocturno,Consalud,"Full time",552643,65892,2025-11-01,1926000,9,"No disponible",98818,Pontevedra,Orense,2025-11-28,2025-11-30,17,3094,214000,"Deutsche Bahn (DB)",,"{""Asientos reclinables"",TV,Wifi,Baño,Calefacción,""Aire acondicionado""}",{},,"{""Collado Villalba"",Palencia,Ceuta,Linares}"
